Epret,Eplen,LossPi,Epsilon,TestEpRet,TestEpLen,Epoch,Total_Steps
0.0,32,0.0024584687780588865,0.25,0.0,35,1,3999
1.0,96,0.012864935211837292,0.16666666666666666,2.0,133,2,7999
