Epret,Eplen,LossQ,Q1Vals,Q2Vals,LossPi,TestEpRet,TestEpLen,Epoch
17.084388548891756,24,0.7805505990982056,10.453444,10.319333,-12.508400917053223,38.68019059864751,22,1
11.441085144312124,17,8.413656234741211,33.020985,32.92398,-36.016517639160156,33.16509999637369,22,2
298.555495448255,141,35.060482025146484,56.66011,56.276608,-61.64242935180664,258.07994561048844,121,3
1064.6217809324044,1000,76.61424255371094,70.49927,69.82862,-73.91492462158203,1633.1660916241883,1000,4
