EpRet,EpLen,LossQ,Q1Vals,Q2Vals,LossPi,LogPi,TestEpRet,TestEpLen,Epoch
-430.9851965083993,1000,1.3225781917572021,7.5572987,7.572972,-8.539264678955078,-2.582054,-278.0217691899545,1000,1
-399.9590179248519,1000,3.97485089302063,24.8462,24.889456,-26.568973541259766,0.111088656,-315.854517058217,1000,2
-123.05201787649557,1000,4.047994136810303,40.67017,40.34242,-41.53697204589844,-0.43349716,719.5016772976026,1000,3
804.8518953198691,1000,3.6718201637268066,43.387115,43.498898,-44.22100067138672,-2.296592,1876.6556878335061,1000,4
